"Index","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267"
2015-01-14,5422.7,4228.24,4664.707,9781.9,1735.08,3344.89,596.29,24026.46,194.33,5187.933,1920.95,194.966,177.447,150.843,158.591,168.48,317.488,808.77,567.47,325.27,167.62,287.95,236.2,67.82,511.84,147.81,680.87,679.73,1734.47,955.53,334.87,190.63,328.82,266.77,422.7,179.57,63.42,184.21,212.04,105.13,NA,NA,NA,134.59,105.75,212.21,217.62,142.83,409.87,2165.79,562.77,839.3,1006.91,1676.71,1868.09,2428.4,85.18,221.57,99.12,194.37,229.49,220.31,200.92,462.131,120.55,94.47,NA,3229.316,3513.58,174.32,2028.26,6501.42,0.37,0.22,29.7,0.018,5.07,4.47,0.2528,1.907,0.0152,0.1225,12,19.6,-0.299,-0.041,0.37,15.2,-6.7,11.7,175.645,1.112,0.7733,1.0575,0.771,2.483,-0.4744,-0.0877,1.1142,1.5641,0.3297,2.0873,0.231,-0.3429,3.68,3.28,3.3,3.57,3.28,5.6,-0.063,0.071,0.167,0.317,26.6013,28.1264,-0.037,0.12,0.478,-0.106,0.754,-0.022,0.279,NA,0.012,0.161,NA,20.6,18.35,0.1665,0.214,0.3591,0.6209,0.1827,0.0152,1.3799,0.0811,0.48,9.24,21.65,18.26,20.48,51413992,33.5,47.26,206.251,100.667,18.077,41.75,106.37,0.04857,0.13071,0.27929,28.1264,-0.089,-0.114,0.003,-0.104,-0.031,NA,NA,NA,101.788,NA,63.077,345.16,18.35,31.25,3.81,5.12,21.93,0.5449,29.7249,19.394,23.16,NA,0.185,0.41093333,0.28466667,0.31793333,18.214,-0.78086511,-17.667,-0.20772117,0.14263165,NA,0.25718839,0.222,1.18426667,-0.17574578,-0.47902366,-0.28466667,-0.31793333,-0.01133333,-0.68513334,0.5285337,-0.4517201,0.12027488,0.04643641,NA,-0.17527939,0.14871717,0.39944111,-0.03838738,-0.23264324,0.08650614,NA,0.61752743,617.51022531,0.12233333,0.08666667,1.27726667,-0.09966667,0.093,0.03566666,-1.15493334,1.1906,-0.222,-1.18426667,123.19,5.1037,2.3594,98.333,20,7.3202,9.3824,0.8003,0.0997,0.052,0.0057,1.7396,0.0991,4.6431,0.1887,0.19453,0.1319,6.2051,1085.96,3.567,32.888,31.897,2.907,1.15621185,-3.51,-100.667,-0.625,-18.26,-3.28450166,-0.21479984,2.1943331,-1.17655014,-0.06738166,92.52833347,3.54459334,8.11284967,3.51,-0.4,7.59812633,18.22860478,0.05159709,0.62754405,2.7951,-1.69359949,-0.61052137,-0.34795208,0.41093333,339.855
2015-01-15,5404.688,4290.28,4661.497,9941,1748.9,3341.07,572.93,24215.97,184.52,5214.359,1917.14,195.479,178.532,153.187,158.702,169.416,315.889,806.8,569.82,326.83,167.78,287.97,235.3,68.22,512.41,149.97,680.09,677.62,1745.96,959.89,336.48,191.26,328.74,266.19,427.13,183.63,64.5,186.28,213.71,106.72,77.45,167.72,154.11,134.63,105.39,211.85,215.22,143.25,410.39,2153.96,554.34,837.11,1001.34,1678.19,1870.89,2429,85.22,220.73,99.31,194.45,224.54,218.71,201.33,462.774,121.17,94.69,17087.71,3235.301,3514.04,165.35,2023.03,6542.2,0.324,0.22,29.2,0.028,5.01,4.46,0.2533,1.9,0.0253,0.1215,10.94,20.56,-0.307,-0.048,0.324,14.4,1.6,12.2,175.84,1.112,0.731,1.015,0.752,2.472,-0.4965,-0.1039,1.1047,1.5332,0.3543,1.983,0.244,-0.3668,3.66,3.27,3.22,3.54,3.25,5.6,-0.069,0.071,0.166,0.318,26.6394,28.1018,-0.0395,0.12,0.477,-0.113,0.739,-0.013,0.268,NA,0.013,0.162,0.095,22.1,17.9,0.1665,0.2135,0.3576,0.6224,0.1827,0.0101,1.3684,0.0811,0.43,9.42,22.42,17.34,21.27,51310656,36.25,45.28,210.663,98.833,17.951,41.5,111.006,0.04786,0.12786,0.27857,28.1018,-0.088,-0.12,0,-0.107,-0.02,-0.055,-0.033,NA,102.746,68.964,62.403,341.974,17.9,30.25,3.85,5,20.6,0.5388,28.5404,17.621,23.5,24.48,0.185,0.4111,0.28766667,0.31473333,18.107,-0.74100986,-15.833,-0.1959033,0.16118605,-0.6725189,0.255121,0.22166667,1.1727,-0.15378486,-0.47056569,-0.28766667,-0.31473333,-0.00816667,-0.68271667,0.61810418,-0.33521214,0.31738861,0.08626269,0.12108472,-0.21301536,0.04198659,0.356709,0.00907387,-0.19799249,0.08973391,-0.05757195,0.56168624,616.22399564,0.119,0.087,1.26906667,-0.10266667,0.09636667,0.032,-1.15006667,1.18206667,-0.22166667,-1.1727,123.22,5.0465,2.319,98.831,20,7.3181,9.3727,0.7996,0.09978,0.052327,0.0057,1.7254,0.0953,4.6396,0.1887,0.19461,0.133,6.1999,1083.31,3.5935,32.853,31.862,2.9048,1.15773311,-3.49,-98.833,-0.645,-17.34,-3.27651784,-0.22964412,2.18674176,-1.17723785,-0.05829476,93.53045745,3.535913,8.09346372,3.49,-0.39,7.58429557,18.08731662,0.0080653,0.62860736,2.7912,-1.60606878,-0.51730983,-0.3546377,0.4111,338.805
2015-01-16,5353.596,4223.24,4639.322,9817.08,1742.01,3326.16,562.88,24112.6,181.32,5159.668,1913.66,192.797,177.935,151.046,157.213,167.228,316.64,802,567.91,325.98,167.61,285.07,234.97,67.89,511.63,149.9,668.37,675.96,1727.98,955.73,336.09,190.65,321.42,266.14,421.11,180.47,63.42,182.97,207.84,104.41,76.3,165.69,151.45,134.27,103.94,210.62,212.78,144.57,407.4,2124.37,528.91,833.44,996.39,1665.38,1858,2408.6,83.81,219.84,98.01,193,214.3,214.69,201.65,457.203,121.09,93.43,16795.96,3222.437,3502.42,163.11,2011.27,6388.46,0.233,0.22,29.5,0.03,5.12,4.44,0.2536,1.8553,0.0253,0.1225,11.19,21.48,-0.288,-0.127,0.233,11.9,1.5,7.2,176.009,1.226,0.734,1.045,0.777,2.458,-0.4198,-0.021,1.1455,1.5686,0.2734,1.995,0.19,-0.2867,3.65,3.27,3.26,3.54,3.25,5.6,-0.067,0.069,0.162,0.315,28.2528,27.7191,-0.045,0.12,0.424,-0.124,0.651,-0.015,0.259,NA,0.011,0.161,0.0734,21.25,17.65,0.16825,0.216,0.3589,0.6224,0.1624,0.0203,1.3196,0.0761,0.48,9.48,22.19,17.67,20.93,51301280,37.75,45.15,207.983,99.499,18.061,41.25,112.928,0.045,0.12571,0.275,27.7191,-0.091,-0.12,-0.016,-0.118,-0.02,-0.055,-0.031,NA,103.855,69.703,62.025,344.837,17.65,30.75,3.85,4.65,19.89,0.5006,29.4845,20.678,23.5,25.26,0.182,0.41163333,0.293,0.3237,18.061,-0.75020491,-16.499,-0.19746646,0.15843167,-0.6794755,0.26417945,0.207,1.13723334,-0.18484718,-0.5097601,-0.293,-0.3237,0.0075,-0.65655,0.58597564,-0.42799804,-0.02314666,0.01507544,0.03727884,-0.21301536,-0.06036265,0.31141952,0.00066531,-0.22609548,0.05516755,-0.10251044,0.51599603,616.58869851,0.096,0.08333333,1.22516667,-0.111,0.08793333,0.01266667,-1.12916667,1.14183334,-0.207,-1.13723334,123.01,5.0456,2.3445,99.166,20,7.2887,9.4095,0.7995,0.0997,0.053035,0.0057,1.7246,0.0939,4.6429,0.1891,0.19488,0.1345,6.1992,1082.75,3.594,32.792,31.808,2.9045,1.15867095,-3.48666667,-99.499,-0.63,-17.67,-3.26930246,-0.24276285,2.18259848,-1.17627487,-0.05393946,94.42650872,3.52808283,8.07576069,3.48666667,-0.38,7.57664224,18.02096328,0.01613372,0.62711661,2.8094,-1.55312053,-0.49674524,-0.35867031,0.41163333,344.046
2015-01-19,5331.366,4323.2,4570.824,10032.61,1745,3338.84,594.2,24350.91,194.59,5188.712,1914.14,194.067,178.004,150.889,158.031,166.739,318.413,795.21,572.12,330.21,168.18,285.29,236.79,68.59,520.24,150.73,667.22,680.85,1744.97,959.97,338.17,190.86,321.84,265.73,424.81,184.68,65,187.66,212.69,106.57,76.65,168.04,153.05,135.44,102.65,209.46,212.42,145.6,406.95,2133.76,528.87,834.24,998.02,1662.44,1853.28,2406.3,83.22,219.19,97.72,193.24,217.65,215.89,202.5,449.387,121.93,93.11,17108.7,3336.455,3604.12,174.98,1992.67,6498.78,0.107,0.21,31,0.028,5.17,4.42,0.2526,1.7149,0.0253,0.1235,11.25,22.39,-0.277,-0.151,0.107,11.5,-3.9,3.8,176.088,1.226,0.7142,1.0625,0.814,2.498,-0.3134,0.0841,1.1767,1.5672,0.1341,1.9321,0.034,-0.1477,3.63,3.26,3.26,3.53,3.25,5.6,-0.067,0.069,0.161,0.313,30.1876,26.8221,-0.061,0.12,0.415,-0.14,0.672,-0.019,0.253,-0.046,0.02,0.15,0.095,21.4,17.525,0.168,0.2142,0.3564,0.6149,0.1472,0.0152,1.1613,0.0659,0.48,12.11,24.3,16.97,22.11,51702596,34.875,44.17,202.249,97.834,17.663,40.75,110.094,0.03929,0.11571,0.26357,26.8221,-0.11,-0.144,-0.044,-0.134,-0.019,-0.055,-0.025,NA,102.658,68.603,61.068,337.943,17.525,31.75,3.2,4.9,15.74,0.4122,29.026,20.381,23.5,23.64,0.181,0.40796667,0.309,0.3285,17.676,-0.75712744,-14.834,-0.17359242,0.17787242,-0.66884339,0.255121,0.20366667,1.01666666,-0.1831462,-0.54251628,-0.309,-0.3285,0.02616667,-0.5878,0.65412708,-0.38289535,0.00966123,0.02504828,0.21133721,-0.21301536,-0.16156662,0.24520845,0.04398776,-0.20510504,0.07941852,-0.03017425,0.46730453,615.7357068,0.07566667,0.08466667,1.09613333,-0.128,0.07946667,-0.009,-1.02046666,1.01146666,-0.20366667,-1.01666666,122.64,5.0607,2.3627,98.167,20,7.2324,9.4059,0.7981,0.09983,0.052897,0.0057,1.7361,0.0942,4.6609,0.1889,0.19545,0.1351,6.1887,1077.83,3.5635,32.763,31.671,2.8997,1.1621168,-3.47333333,-97.834,-0.635,-16.97,-3.26127481,-0.25145029,2.1832967,-1.17597882,-0.04279283,95.02124683,3.51937766,8.05584608,3.47333333,-0.37,7.57793601,17.85386012,-0.15971348,0.62665788,2.8878,-1.72766971,-0.31965829,-0.36047173,0.40796667,334.524
2015-01-20,5299.237,4379.62,4634.384,10167.77,1743.57,3300.68,613.34,24103.52,200.87,5148.379,1888.13,193.937,179.175,150.535,158.288,165.915,319.534,805.84,569.07,328.01,166.86,282.93,236.08,67.84,516.46,149.87,662.78,679.23,1741.9,957.46,336.58,189.97,322.5,265.5,426.37,188.56,65.48,189.17,216.27,108.16,76.19,166.64,150.91,134.06,103.86,210.88,215.84,146.88,409.62,2183.24,536.7,857.51,999.81,1675.15,1866.16,2426.4,83.43,225.85,98.04,193.45,221.97,217.82,203.21,447.504,122.74,93.49,16864.16,3376.495,3635.15,180.76,2019.42,6550.27,0.247,0.22,31.7,0.018,5.13,4.45,0.2566,1.8368,0.0152,0.1205,12,20.95,-0.263,-0.107,0.247,7.5,-4.2,1,176.719,1.216,0.6925,1.07,0.853,2.507,-0.2713,0.1012,1.2096,1.5982,0.2266,1.8418,0.111,-0.2386,3.63,3.25,3.19,3.52,3.22,5.6,-0.081,0.06,0.152,0.299,24.7977,26.5773,-0.07,0.13,0.454,-0.148,0.633,-0.022,0.243,NA,0.016,0.159,0.0975,20.3,16.55,0.168,0.2137,0.3549,0.6099,0.1573,0.0152,1.3026,0.0659,0.37,12.48,23.14,17.54,21.15,52144380,38.25,43.99,209.358,103.167,18.287,39.25,114.697,0.02929,0.10643,0.25,26.5773,-0.131,-0.162,-0.049,-0.143,-0.02,-0.039,-0.029,NA,104.032,69.778,60.198,332.458,16.55,33,3.88,4.8,16.25,0.4835,29.3287,20.302,22.82,25.63,0.17033333,0.40713333,0.311,0.32766666,18.035,-0.79265213,-20.167,-0.16239549,0.13955447,-0.67582697,0.255121,0.22166667,1.12816666,-0.17818276,-0.53578216,-0.311,-0.32766666,0.02983334,-0.64355,0.59863234,-0.41266632,0.01813711,0.04073261,-0.00247523,-0.13754341,-0.00175149,0.29107721,-0.02031356,-0.20655318,0.05067802,-0.11171844,0.50867227,618.23385078,0.081,0.07966667,1.20763333,-0.14066667,0.07946667,0.00133333,-1.12663333,1.12796666,-0.22166667,-1.12816666,122.82,5.0912,2.3491,101.999,20,7.2046,9.4399,0.8009,0.10014,0.0532,0.0058,1.7448,0.0953,4.6807,0.1903,0.19695,0.135,6.209,1078.86,3.5585,32.63,31.527,2.9096,1.16271746,-3.46666667,-103.167,-0.665,-17.54,-3.25353707,-0.26738384,2.18629748,-1.17880945,-0.03939034,96.13070958,3.51099661,8.0368043,3.46666667,-0.38,7.58349731,17.80395636,-0.32907938,0.63104209,2.8065,-1.91927968,-0.63564677,-0.36357672,0.40713333,325.784
2015-01-21,5309.137,4394.93,NA,10242.35,1753.31,3307.7,NA,23738.49,NA,5152.093,1902.62,195.662,180.171,150.355,159.405,167.848,320.335,805.52,566.34,321.93,166.33,284.3,235.95,65.79,488.01,144.02,645.2,668.38,1760.33,952.51,330.28,188.82,322.35,262.62,431.99,189.91,65.76,190.27,215.76,108.4,75.98,168.28,153.09,134.18,NA,NA,NA,NA,410.87,2184.01,538.16,857.31,1003.71,1681.9,1874.3,2435.3,83.92,225.91,98.46,194.68,222.96,219.24,203.09,451.877,123.4,93.92,17014.29,3116.35,3355.16,181.7,NA,6585.53,0.247,NA,31.7,0.018,NA,NA,0.2562,1.8368,0.0152,0.123,11.75,NA,-0.226,-0.097,0.247,6.5,-5.4,0.2,176.733,NA,0.6923,1.135,0.911,2.508,-0.2713,0.1012,1.2134,1.5982,0.2266,1.9534,0.142,-0.2386,3.6,3.25,3.18,3.49,3.21,5.6,-0.075,0.056,0.145,0.289,25.9899,28.5815,-0.074,NA,0.439,-0.159,0.637,-0.02,0.201,NA,0.013,NA,0.095,19.825,14.25,0.16875,0.21405,0.3559,0.6119,0.1573,0.0152,1.3026,0.0659,0.37,11.25,NA,18.05,NA,NA,37,46.54,207.108,102.867,17.682,39.5,112.771,0.02929,0.1,0.245,28.5815,-0.134,-0.168,-0.049,-0.155,-0.02,-0.041,-0.028,71.946,103,67.85,59.738,325.149,14.25,31.25,4,5.3,16.36,0.4835,28.32,18.91,23.33,25.22,0.16333333,0.408,0.31266666,0.32853333,17.834,-0.8325749,-19.867,-0.14383155,0.11736136,-0.64348708,0.16459245,0.22333333,1.12816666,-0.14243538,-0.54598337,-0.31266666,-0.32853333,0.03766667,-0.64355,0.54897914,-0.31350589,0.1728195,0.0572085,0.04157658,-0.19414738,NA,0.27349408,-0.05497288,-0.15992592,0.0502082,-0.09617174,0.47859106,619.28503271,0.074,0.06466667,1.20763333,-0.14933333,0.07946667,0.00933333,-1.13363333,1.14296666,-0.22333333,-1.12816666,122.57,5.1013,2.3717,102.832,20,7.2176,9.4231,0.8025,0.10073,0.053033,0.0058,1.7412,0.0968,4.6699,0.1908,0.19754,0.1355,6.2213,1079.65,3.572,32.6,31.485,2.9138,1.15920774,-3.44666667,-102.867,-0.685,-18.05,-3.24408788,-0.28250431,2.17273659,-1.183242,-0.04211608,97.19621476,3.50076815,8.01304354,3.44666667,-0.35,7.55713437,17.8430773,-0.04498642,0.63790922,2.7965,-1.57728208,-0.82168703,-0.36141802,0.408,321.747
2015-01-22,5307.667,4446.02,4654.846,10257.13,1750.11,3334.02,633.06,23951.16,207.69,5166.09,1918.31,197.456,181.249,155.545,160.585,167.335,322.461,806.23,569.62,325.19,166.74,286.01,236.73,66.87,500.66,146.72,652.42,674.92,1767.6,957.28,333.19,189.69,324.26,263.64,433.05,190.69,66.59,192.09,218.58,109.51,77.37,171.11,155.27,135.01,103.44,212.27,216.02,147.16,411.82,2185.29,543.04,854.45,1007.1,1685.27,1878.91,2439.1,84.1,225.41,98.48,195.86,226.33,220.34,202.36,452.06,123.71,93.93,17366.3,3173.052,3396.22,189.26,2022.55,6620.1,0.251,0.23,31.7,0.01,5.13,4.43,0.2567,1.788,0.0051,0.1205,11.5,19.89,-0.197,-0.067,0.251,6.7,6.4,0.4,176.714,1.219,0.7073,1.155,0.932,2.507,-0.2912,0.1091,1.1991,1.5966,0.1782,1.9185,0.105,-0.1914,3.56,3.25,3.2,3.47,3.23,5.6,-0.081,0.055,0.142,0.284,26.2239,28.2761,-0.0595,0.12,0.449,-0.15,0.647,-0.004,0.223,-0.039,0.005,0.163,0.095,19.6,15,0.1685,0.2138,0.3559,0.6159,0.1573,0.0051,1.2797,0.0609,0.36,11.09,23.37,17.26,20.87,52519448,36.25,48.59,206.577,100.333,17.959,39.75,112.538,0.03071,0.09786,0.24571,28.2761,-0.131,-0.158,-0.031,-0.15,-0.025,-0.047,-0.026,71.121,102.407,66.738,57.505,317.434,15,29.75,5,4.95,15.31,0.4914,27.0724,17.179,22.4,24.79,0.16033333,0.4095,0.304,0.33506667,18.171,-0.79455158,-17.333,-0.11850436,0.15060391,-0.64147027,0.17340071,0.23033334,1.11193334,-0.0828202,-0.4902949,-0.304,-0.33506667,0.0285,-0.6304,0.62589291,-0.19085566,0.36533851,0.15785406,0.08777726,-0.09092838,0.1159442,0.29877196,-0.00609176,-0.08920291,0.10255824,-0.07050419,0.52389738,616.41614574,0.08666667,0.06766667,1.18636667,-0.14366667,0.07443333,0.019,-1.0997,1.1187,-0.23033334,-1.11193334,123.06,5.1019,2.3467,99.555,20,7.2141,9.4159,0.8018,0.10071,0.0525,0.0057,1.7202,0.0956,4.6501,0.19,0.19621,0.1355,6.2162,1086.62,3.6105,32.72,31.666,2.9128,1.16033032,-3.42666667,-100.333,-0.695,-17.26,-3.23319322,-0.28783169,2.1670768,-1.18801084,-0.0355214,97.57126161,3.48898601,7.98509811,3.42666667,-0.31,7.54599325,17.75036801,-0.03055596,0.64527446,2.7786,-1.61126939,-0.73005274,-0.35324256,0.4095,322.381
2015-01-23,5393.38,4484.82,4667.421,10299.23,1770.09,3354.46,627.19,24352.58,205.77,5215.266,1921.23,199.506,181.659,157.628,160.633,169.34,325.02,810.73,577.65,330.31,168.01,287.87,237.13,68.52,514.37,149.77,662.99,680.07,1778.67,976.07,340.31,192.21,328.82,266.84,436.71,192.09,67.05,193.6,220.06,109.93,76.42,170.32,154.61,136.12,103.69,213.85,218.16,148.63,414.66,2222.02,549.53,871.49,1014.65,1694.34,1888.95,2452.3,84.5,229.8,98.86,197.19,228.02,222.17,202.8,456.499,124.48,94.25,17280.48,3323.611,3548.89,190.26,2032.12,6728.04,0.392,0.22,31.8,0.023,5.09,4.46,0.2571,1.8717,0.0203,0.1265,12.94,18.85,-0.167,-0.035,0.392,13.7,6.6,0.8,177.528,1.094,0.745,1.19,1.015,2.483,-0.2994,0.1138,1.2273,1.6169,0.2418,1.941,0.181,-0.2548,3.54,3.25,3.23,3.45,3.24,5.6,-0.068,0.055,0.141,0.283,26.389,28.9188,-0.0618,0.12,0.524,-0.15,0.704,-0.015,0.252,-0.04,0.022,0.182,0.085,20.425,16.625,0.16675,0.21575,0.3589,0.6219,0.1573,-0.0101,1.3494,0.071,0.38,11.04,23.14,17.17,20.04,52612400,36.5,47.83,204.384,94.668,18.069,40,114.199,0.03071,0.09857,0.24571,28.9188,-0.13,-0.166,0.002,-0.147,-0.025,-0.055,-0.024,NA,100.917,66.989,57.885,319.591,16.625,29,3.5,5,16,0.5074,26.0176,15.435,21.59,24.76,0.15966667,0.41263333,0.302,0.32976666,18.284,-0.76884782,-11.668,-0.12646914,0.19283796,-0.6245355,0.17340071,0.26233333,1.15996666,-0.02443412,-0.43152015,-0.302,-0.32976666,0.01116667,-0.66285,0.63465524,-0.08726915,0.55928575,0.22805036,0.09100056,-0.00102796,0.23138652,0.34447731,0.06424578,-0.03399539,0.15521898,-0.05419469,0.57380985,616.29889859,0.12,0.083,1.24283333,-0.14233333,0.08286667,0.037,-1.12283333,1.15983333,-0.26233333,-1.15996666,122.86,5.0818,2.3765,93.987,20,7.1908,9.3929,0.80144,0.10084,0.05275,0.0057,1.718,0.0944,4.6559,0.1907,0.19721,0.1361,6.213,1083.4,3.6144,32.595,31.506,2.9075,1.16378534,-3.41333333,-94.668,-0.69,-17.17,-3.22204436,-0.27974982,2.16394176,-1.19152197,-0.02896026,97.00136402,3.47695724,7.95633224,3.41333333,-0.29,7.53977096,17.65808949,-0.0514784,0.65067364,2.7726,-1.60741151,-0.6689262,-0.34318699,0.41263333,313.374
2015-01-26,5419.939,4552.8,4750.397,10435.62,1781.75,3370.29,624.46,24522.63,203.65,5253.183,1920.82,201.703,184.055,161.717,161.437,170.585,331.364,822.86,579.43,330.93,168.49,291.53,238.31,68.74,514.36,148.54,665.61,681,1780.11,983.53,342.59,192.67,334.08,269.43,437.78,198,68.69,197.45,224.45,112.37,76.08,170.67,154.37,136.17,106.2,217.12,220.97,147.99,418.52,2243.27,557.04,878.52,1024.88,1710.47,1905.61,2477.4,85.85,231.27,100.21,199.18,230.45,223.83,204.82,457.771,124.36,95.65,17329.02,3343.343,3567.61,190.13,2063.15,6796.63,0.517,0.22,32.1,0.018,5.01,4.49,0.2561,1.8631,0.0152,0.1275,13.5,16.4,-0.121,0.03,0.517,13.2,6.7,-0.1,177.624,0.89,0.8173,1.235,1.123,2.47,-0.268,0.1361,1.243,1.6423,0.2075,2.0465,0.144,-0.2208,3.53,3.23,3.21,3.43,3.23,5.6,-0.036,0.055,0.141,0.282,26.8358,28.9538,-0.0518,0.12,0.447,-0.153,0.617,-0.007,0.32,-0.047,0.065,0.137,0.096,19.125,15.85,0.16825,0.21325,0.3574,0.6229,0.1573,0.0101,1.3639,0.071,0.38,11.01,20.26,16.91,18.6,52720208,33.5,48.22,206.6,89.956,18.181,38.375,119.848,0.03143,0.09929,0.24714,28.9538,-0.144,-0.169,0.017,-0.156,-0.012,-0.058,-0.027,NA,97.969,66.587,56.255,312.507,15.85,27,4.38,4.79,17.23,0.5174,22.9441,14.446,20.52,24.21,0.15933333,0.41213333,0.31033333,0.33096666,18.21,-0.72602894,-6.956,-0.10134554,0.24129138,-0.62264237,0.17612097,0.24933333,1.16696666,0.07169389,-0.33373561,-0.31033333,-0.33096666,0.02633334,-0.66465,0.65996864,0.21477784,0.66907573,0.41472456,0.15009445,0.11772937,0.50334753,0.42104204,0.13796141,0.10921462,0.25203513,-0.02260033,0.67843989,616.65242381,0.09833333,0.12433333,1.24813333,-0.151,0.08116667,-0.026,-1.1498,1.1238,-0.24933333,-1.16696666,122.87,5.0301,2.3869,90.998,20,7.2172,9.4251,0.8006,0.10068,0.0527,0.0057,1.7245,0.0953,4.657,0.1906,0.19749,0.1347,6.2078,1085.12,3.5972,32.58,31.436,2.9074,1.16819342,-3.39666667,-89.956,-0.695,-16.91,-3.21018686,-0.26634936,2.15941066,-1.19501024,-0.02055842,96.04682914,3.46419104,7.92610238,3.39666667,-0.3,7.53069483,17.53914326,-0.07726234,0.65600934,2.7426,-1.65861386,-0.57611144,-0.33632026,0.41213333,303.534
2015-01-27,5501.82,4640.69,4757.879,10649.58,1803.08,3411.5,606.15,24850.45,196.37,5323.885,1936.09,201.368,174.109,162.55,163.242,171.434,328.103,818.34,587.17,335.62,170.18,293.62,241.67,69.64,523.36,149.32,668.93,687.84,1787.71,990.89,345.81,193.71,331.3,269.77,439.05,203.49,69.23,200.61,225.38,113.56,77.25,172.66,157.15,137.52,105.15,215.37,217.19,148.45,418.25,2220.93,545.84,874.29,1015.25,1707.74,1907.86,2466.4,85.05,230.04,99.71,198.64,225.39,221.29,206.07,460.937,124.57,95.16,17511.75,3351.764,3571.73,184.93,2051.82,6832.83,0.451,0.23,31,0.018,5.04,4.41,0.2561,1.7968,0.0152,0.1255,13.5,16.66,-0.032,0.092,0.451,12.7,11,-0.5,178.06,1.115,0.684,1.345,1.077,2.417,-0.1748,0.1972,1.2685,1.5984,0.1977,1.9395,0.106,-0.1984,3.53,3.23,3.19,3.43,3.21,5.6,-0.019,0.053,0.137,0.275,31.3722,28.209,-0.0393,0.12,0.362,-0.131,0.543,-0.011,0.234,NA,0.015,0.117,0.095,23.825,15.35,0.16775,0.211,0.3539,0.6219,0.1472,0.0152,1.308,0.0659,0.4,11.69,20.8,16.7,19,52892196,32.5,49.22,201.762,89.5,17.928,40,116.609,0.03286,0.09643,0.23857,28.209,-0.126,-0.167,-0.023,-0.13,-0.011,-0.001,-0.026,NA,95.658,65.648,53.864,296.498,15.35,30.25,3.91,4.84,13.59,0.4864,23.1125,14.211,21,22.19,0.155,0.41063333,0.284,0.33453333,17.928,-0.70136965,-6.5,-0.0525744,0.26296454,-0.59516642,0.17334631,0.18633333,1.12096667,0.08938137,-0.31512216,-0.284,-0.33453333,0.03583334,-0.63658334,0.68041407,0.19800771,0.69484368,0.40759107,0.36713019,0.06445505,0.4742737,0.42049629,0.16960051,0.15931143,0.31135288,0.09659281,0.69361077,613.67936252,0.05733333,0.07933333,1.19706667,-0.129,0.0761,-0.022,-1.13973334,1.11773334,-0.18633333,-1.12096667,123.69,4.9386,2.4189,88.668,20,6.9987,9.3365,0.8035,0.10125,0.052603,0.0057,1.7291,0.0961,4.6368,0.191,0.19873,0.1344,6.2291,1083.26,3.6001,32.597,31.346,2.9177,1.1730051,-3.39666667,-89.5,-0.705,-16.7,-3.20018176,-0.2501923,2.15819062,-1.19901932,-0.01120371,94.87359531,3.45345466,7.90053306,3.39666667,-0.3,7.52823451,17.40571948,-0.30728358,0.66208667,2.7736,-1.71820764,-0.90484117,-0.33054534,0.41063333,298.328
